layer_id,module_name,cout_channel,bias_int,bias_bits_needed,shift,sx,sw,sy,real_multiplier,pow2_multiplier,relative_error,relu_en,rounding_en
8,conv4.0.0,0,-37,7,10,0.048030078411102295,0.0013130158185958862,0.08817043155431747,0.0007152539871978203,0.0009765625,0.36533667407562265,True,True
8,conv4.0.0,1,455,10,10,0.048030078411102295,0.0017554708756506443,0.08817043155431747,0.0009562775447454204,0.0009765625,0.021212414080035588,True,True
8,conv4.0.0,2,-1623,12,10,0.048030078411102295,0.001824455801397562,0.08817043155431747,0.0009938564851498044,0.0009765625,0.017400887762177963,True,True
8,conv4.0.0,3,117,8,10,0.048030078411102295,0.0015006755711510777,0.08817043155431747,0.0008174800109445822,0.0009765625,0.19460107516464045,True,True
8,conv4.0.0,4,9196,15,10,0.048030078411102295,0.0013212739722803235,0.08817043155431747,0.000719752544843533,0.0009765625,0.35680312212344445,True,True
8,conv4.0.0,5,8807,15,10,0.048030078411102295,0.001269941683858633,0.08817043155431747,0.0006917897256256612,0.0009765625,0.4116464350735878,True,True
8,conv4.0.0,6,2307,13,10,0.048030078411102295,0.0013541595544666052,0.08817043155431747,0.0007376666807183109,0.0009765625,0.3238533412530734,True,True
8,conv4.0.0,7,259,10,10,0.048030078411102295,0.001911792205646634,0.08817043155431747,0.0010414322344149362,0.0009765625,0.06228896347862631,True,True
8,conv4.0.0,8,3101,13,11,0.048030078411102295,0.0012640528148040175,0.08817043155431747,0.0006885818152473202,0.00048828125,0.2908885492065712,True,True
8,conv4.0.0,9,-1380,12,10,0.048030078411102295,0.0015470818616449833,0.08817043155431747,0.0008427594354851954,0.0009765625,0.15876780357584624,True,True
8,conv4.0.0,10,3175,13,10,0.048030078411102295,0.0019750241190195084,0.08817043155431747,0.0010758772711902435,0.0009765625,0.092310502182439,True,True
8,conv4.0.0,11,4805,14,10,0.048030078411102295,0.0015905097825452685,0.08817043155431747,0.0008664164190033816,0.0009765625,0.12712833988455205,True,True
8,conv4.0.0,12,2448,13,11,0.048030078411102295,0.0008733753929845989,0.08817043155431747,0.00047576367573448115,0.00048828125,0.026310487546562462,True,True
8,conv4.0.0,13,577,11,10,0.048030078411102295,0.0017129536718130112,0.08817043155431747,0.0009331166664538778,0.0009765625,0.04655991593337346,True,True
